No	업종코드	업종명
783	3999	곤충생산업
784	4001	동물진료업(동물병원개설)
785	4002	도축업
786	4003	집유업
787	4004	축산물가공업(식육가공업)
788	4005	축산물가공업(유가공업)
789	4006	축산물가공업(알가공업)
790	4007	식육포장처리업
791	4008	축산물보관업
792	4009	축산물운반업
793	4010	축산물판매업(식육판매업)
794	4011	축산물판매업(식육부산물전문판매업)
795	4012	축산물판매업(우유류판매업)
796	4015	축산업(정액등처리업)
797	4016	축산업(부화업)
798	4018	축산업(종돈업)
799	4019	축산업(종계업)
800	4020	축산업(가축사육업-한우,육우)
801	4021	축산업(가축사육업-돼지)
802	4022	축산업(가축사육업-닭)
803	4023	축산업(가축사육업-오리)
804	4028	사료검정기관
805	4030	가축인공수정소
806	4032	가축개량기관
807	4034	사료제조업(보조사료)
808	4036	사료시험검사기관
809	4037	집유조합
810	4038	동물판매업
811	4039	동물장묘업
812	4040	가축병성감정실시기관
813	4041	축산물판매업(축산물유통전문판매업)
814	4042	축산업(종오리업)
815	4043	축산물판매업(식용란수집판매업)
816	4045	말산업육성전담기관
817	4046	농어촌형승마시설
818	4047	말산업전문인력양성기관
819	4048	동물수입업
820	4049	동물생산업
821	4050	동물보호센터
822	4051	축산업(가축사육업-젖소)
823	4052	가축사육업(한우,육우)
824	4053	가축사육업(젖소)
825	4054	가축사육업(돼지)
826	4055	가축사육업(닭)
827	4056	가축사육업(오리)
828	4057	가축사육업(양)
829	4058	가축사육업(사슴)
830	4059	가축사육업(거위)
831	4060	가축사육업(칠면조)
832	4061	가축사육업(메추리)
833	4062	가축사육업(타조)
834	4063	가축사육업(꿩)
835	4064	동물진료법인
836	4065	사료제조업(배합사료-양축용배합사료)
837	4066	사료제조업(배합사료-대용유용배합사료)
838	4067	사료제조업(배합사료-반추동물용섬유질배합사료)
839	4068	사료제조업(배합사료-그 밖의 동물,어류용배합사료)
840	4094	식육즉석판매가공업
841	4095	사료제조업(단미사료-곡류 및 강피류)
842	4096	사료제조업(단미사료-식물성박류)
843	4097	사료제조업(단미사료-농축단백질)
844	4098	사료제조업(단미사료-서류)
845	4099	사료제조업(단미사료-당밀,원당,파당)
846	4101	종·묘생산업(산림용 종묘생산업)
847	4102	종·묘생산업(버섯종균생산업)
848	4109	산지복구전문기관
849	4112	자연휴양림
850	4113	산림욕장
851	4119	산림조합(지역조합)
852	4120	산림조합(전문조합)
853	4121	묘목생산사업대행
854	4122	산림사업법인(도시숲등 조성, 관리)
855	4125	산림조합중앙회
856	4126	산림치유지도사 양성기관
857	4127	산림경영 전문교육기관
858	4128	국유림영림단
859	4129	목재규격,품질자체검사공장
860	4130	목재생산업(원목생산업-1종)
861	4131	목재생산업(원목생산업-2종)
862	4132	목재생산업(제재업-1종)
863	4133	목재생산업(제재업-2종)
864	4134	목재생산업(제재업-3종)
865	4135	목재생산업(제재업-4종)
866	4136	목재생산업(목재수입유통업)
867	4137	목재전문인력양성기관
868	4138	산림사업법인(숲길 조성,관리)
869	4139	산림복지전문업(숲해설업)
870	4140	산림복지전문업(유아숲교육업)
871	4141	산림복지전문업(숲길등산지도업)
872	4142	산림복지전문업(종합산림복지업)
873	4143	산림복지전문업(산림치유업)
874	4144	산림복지서비스제공자(산림복지단지)
875	4145	산림복지서비스제공자(자연휴양림)
876	4146	산림복지서비스제공자(산림욕장)
877	4147	산림복지서비스제공자(치유의 숲)
878	4148	산림복지서비스제공자(유아숲체험원)
879	4149	산림복지서비스제공자(산림교육센터)
880	4150	산림복지서비스제공자(국립산림치유원)
881	4151	산림교육전문가 양성기관
882	4152	유아숲체험원
883	4153	산림교육센터
884	4154	수목원(공립수목원)
885	4155	수목원(사립수목원)
886	4156	수목원(학교수목원)
887	4157	정원(지방정원)
888	4158	정원(민간정원)
889	4159	정원(공동체정원)
890	4160	한국치산기술협회
891	4161	나무병원(1종)
892	4163	산림기술개발 전문기관
893	4164	산림기술자 교육기관(종합)
894	4165	산림기술자 교육기관(전문)
895	4166	산림기술용역업(종합)
896	4167	산림기술용역업(산림경영)
897	4168	산림기술용역업(산림생태,공학)
898	4169	산림기술용역업(산림휴양)
899	4170	산림기술용역업(녹지조경)
900	4171	나무의사 양성기관
901	4172	수목치료기술자 양성기관
902	4173	수목원 전문가 교육기관
903	4174	정원 전문가 교육기관
904	4175	목재교육전문가 양성기관
905	4176	석재채취업(건축용)
906	4177	석재채취업(공예용)
907	4178	석재채취업(조경용)
908	4179	석재채취업(토목용)
909	4180	석재가공업(건축용)
910	4181	석재가공업(공예용)
911	4182	석재가공업(조경용)
912	4201	대형정치망어업
913	4202	중형정치망어업
914	4203	소형정치망어업
915	4204	해조류양식어업(수하식)
916	4205	해조류양식어업(바닥식)
917	4206	어류등양식어업(가두리)
918	4207	패류양식어업(수하식)
919	4208	패류양식어업(바닥식)
920	4209	패류양식어업(가두리)
921	4210	어류등양식어업(축제식)
922	4211	어류등양식어업(수하식)
923	4212	어류등양식어업(바닥식)
924	4213	복합양식어업(수하식)
925	4214	복합양식어업(바닥식)
926	4215	복합양식어업(혼합)
927	4216	협동양식어업
928	4217	마을어업
929	4220	정치성구획어업(지인망어업)
930	4221	정치성구획어업(선인망어업)
931	4223	정치성구획어업(건망어업)
932	4224	정치성구획어업(건간망어업)
933	4228	정치성구획어업(들망어업)
934	4231	정치성구획어업(해선망어업)
935	4232	정치성구획어업(안강망어업)
936	4234	이동성구획어업(패류형망어업)
937	4235	이동성구획어업(새우조망어업)
938	4236	이동성구획어업(실뱀장어안강망어업)
939	4237	근해어업(외끌이대형저인망어업)
940	4238	근해어업(쌍끌이대형저인망어업)
941	4239	근해어업(동해구외끌이중형저인망어업)
942	4240	근해어업(서남해구외끌이중형저인망어업)
943	4241	근해어업(서남해구쌍끌이중형저인망어업)
944	4242	근해어업(대형트롤어업)
945	4243	근해어업(동해구중형트롤어업)
946	4244	근해어업(대형선망어업)
947	4245	근해어업(소형선망어업)
948	4246	근해어업(근해채낚기어업)
949	4247	근해어업(기선권현망어업)
950	4248	근해어업(근해자망어업)
951	4249	근해어업(근해안강망어업)
952	4250	근해어업(근해봉수망어업)
953	4251	근해어업(근해자리돔들망어업)
954	4252	근해어업(잠수기어업)
955	4253	근해어업(근해장어통발어업)
956	4254	근해어업(근해통발어업)
957	4255	근해어업(근해문어단지어업)
958	4256	근해어업(근해형망어업)
959	4257	근해어업(근해연승어업)
960	4258	연안어업(연안자망어업)
961	4259	연안어업(연안개량안강망어업)
962	4260	연안어업(연안선망어업)
963	4261	연안어업(연안통발어업)
964	4262	연안어업(연안들망어업)
965	4263	연안어업(연안조망어업)
966	4264	연안어업(연안선인망어업)
967	4265	연안어업(낚시어업)
968	4266	연안어업(문어단지어업)
969	4267	연안어업(패류껍질어업)
970	4268	연안어업(패류미끼망어업)
971	4269	연안어업(손꽁치어업)
972	4270	원양어업(원양참치연승어업)
973	4271	원양어업(원양저연승어업)
974	4272	원양어업(원양기선저인망어업)
975	4273	원양어업(원양선망어업)
976	4277	원양어업(원양자망어업)
977	4278	원양어업(원양봉수망어업)
978	4282	원양어업(원양통발어업)
979	4283	원양어업(원양안강망어업)
980	4284	원양어업(모선식트롤어업)
981	4285	원양어업(모선식외줄낚시어업)
982	4286	수산종자생산업(밧줄식)
983	4287	수산종자생산업(말목식)
984	4288	수산종자생산업(뗏목식)
985	4290	신고어업(맨손어업)
986	4291	신고어업(나잠어업)
987	4292	신고어업(투망어업)
988	4293	육상해수양식어업(수조식)
989	4294	육상해수양식어업(축제식)
990	4295	어획물운반업
991	4296	외국인의 어업
992	4297	수산종자생산업(육상수조식)
993	4298	수산종자생산업(육상축제식)
994	4302	내수면어업(정치망어업)
995	4303	내수면어업(공동어업)
996	4305	내수면어업(자망어업)
997	4306	내수면어업(종묘채포어업)
998	4307	내수면어업(연승어업)
999	4308	내수면어업(패류채취어업)
1000	4310	내수면어업(낭장망어업)
1001	4311	내수면어업(각망어업)
1002	4312	내수면어업(투망어업)
1003	4313	내수면어업(어살어업)
1004	4314	내수면어업(통발어업)
1005	4315	내수면어업(외줄낚시어업)
1006	4316	내수면어업(육상수조식양식어업)
1007	4323	어항개발사업
1008	4325	수산질병관리원
1009	4327	낚시어선업
1010	4328	총톤수측정업무대행
1011	4329	손실액조사기관
1012	4330	어장정화ㆍ정비업
1013	4331	내수면어업(조방양식어업)
1014	4332	내수면어업(가두리양식어업)
1015	4333	내수면어업(수하식양식어업)
1016	4334	내수면어업(바닥식양식어업)
1017	4335	내수면어업(축제식양식어업)
1018	4337	해양폐기물수거업
1019	4338	해양오염퇴적물정화업
1020	4339	원양어업(원양트롤어업)
1021	4340	원양어업(원양채낚기어업)
1022	4341	복합양식어업(축제식)
1023	4342	수산생물병성감정실시기관
1024	4343	지구별수산업협동조합
1025	4344	업종별수산업협동조합
1026	4345	수산물가공수산업협동조합
1027	4346	수산업협동종조합중앙회
1028	4347	정치성구획어업(승망류어업)
1029	4348	정치성구획어업(장망류어업)
1030	4349	외해양식어업(가두리)
1031	4350	내수면어업(허가어업-조방양식어업)
1032	4351	내수면어업(허가어업-가두리양식어업)
1033	4352	내수면어업(허가어업-수하식양식어업)
1034	4353	내수면어업(허가어업-바닥식양식어업)
1035	4354	내수면어업(허가어업-축제식양식어업)
1036	4355	내수면어업(신고어업-정치망어업)
1037	4356	내수면어업(신고어업-공동어업)
1038	4357	내수면어업(신고어업-자망어업)
1039	4358	내수면어업(신고어업-종묘채포어업)
1040	4359	내수면어업(신고어업-연승어업)
1041	4360	내수면어업(신고어업-패류채취어업)
1042	4362	내수면어업(신고어업-낭장망어업)
1043	4363	내수면어업(신고어업-각망어업)
1044	4364	낚시터업(허가)
1045	4365	낚시터업(등록)
1046	4366	관상어산업 전문인력 양성기관
1047	4367	관상어양식업
1048	4368	수산종자산업 전문인력 양성기관
1049	4369	낚시관련 검정기관
1050	4370	수산물 산지위판장
1051	4371	인공어초사업 연구조사기관
1052	4372	수산부산물 수집ㆍ운반업
1053	4373	수산부산물 중간처리업
1054	4374	복합양식어업(가두리)
1055	4375	외해양식어업(수하식)
1056	4403	통신판매업
1057	4404	방문판매업
1058	4405	전화권유판매업
1059	4406	다단계판매업
1060	4410	대규모점포
1061	4411	공동집배송센터
1062	4412	한국산업표준적합성인증기관
1063	4413	소재·부품·장비 전문인력교육·훈련기관
1064	4415	신뢰성향상기반구축사업 실시기관
1065	4420	중소기업창업투자회사
1066	4421	중소기업상담회사
1067	4422	중소기업창업보육센터
1068	4423	전자어음관리기관
1069	4424	전자무역기반사업자
1070	4425	1종화학물질 제조
1071	4426	1종화학물질 수입
1072	4427	특정화학물질 수출
1073	4429	외국인투자기업
1074	4430	특정물질제조업
1075	4431	계량기검정기관
1076	4435	전자상거래지원센터
1077	4436	공인전자문서센터
1078	4440	산업디자인전문회사(시각디자인분야)
1079	4441	산업디자인전문회사(제품디자인분야)
1080	4442	산업디자인전문회사(환경디자인분야)
1081	4443	산업디자인전문회사(멀티미디어디자인분야)
1082	4444	산업디자인전문회사(종합디자인분야)
1083	4447	유통연수기관
1084	4448	소재·부품·장비 전문투자조합
1085	4449	벤처투자조합
1086	4450	계량기형식승인기관
1087	4451	적합성확인기관
1088	4454	신기술창업전문회사
1089	4455	개인투자조합
1090	4456	벤처기업집적시설
1091	4460	공장설립관리정보망사업자
1092	4463	소금품질검사기관
1093	4473	상인회
1094	4474	상인회
1095	4475	시장관리자
1096	4476	전통시장(인정시장)
1097	4477	임시시장
1098	4479	전자채권관리기관
1099	4481	중소기업기술진흥전문기관
1100	4482	중소기업기술연구회
1101	4483	전자금융업(전자화폐의발행및관리)
1102	4484	전자금융업(전자자금이체업무)
1103	4485	전자금융업(직불전자지급수단의발행및관리)
1104	4486	전자금융업(선불전자지급수단의발행및관리)
1105	4487	전자금융업(전자지급결제대행에관한업무)
1106	4488	전자금융업(기타대통령령이정하는전자금융업무)
1107	4489	가맹거래사
1108	4491	무역조정지원기업
1109	4492	산업표준개발협력기관
1110	4493	항공우주산업전문검사기관
1111	4494	항공우주산업자가검사업체
1112	4495	중증장애인생산품시설
1113	4496	중증장애인생산품업무수행기관
1114	4499	유전자변형생물체 위해성평가기관(시험, 연구용)
1115	4501	변리사업(변리사사무소)
1116	4502	변리사업(특허법인)
1117	4504	특허정보지원센터
1118	4505	발명평가기관
1119	4506	산업재산권 진단기관
1120	4508	특허문서전자화기관
1121	4509	상표전문조사기관
1122	4511	지역지식재산센터
1123	4515	특허기술사업화알선센터
1124	4516	기술거래기관
1125	4517	기술평가기관
1126	4518	기술신탁관리업
1127	4521	디자인전문조사기관
1128	4522	산업재산권 정보화전문기관
1129	4524	기술사업화전문회사
1130	4528	선행기술조사전문기관(국제출원 선행기술조사-기계금속건설)
1131	4529	선행기술조사전문기관(국제출원 선행기술조사-화학생명)
1132	4530	선행기술조사전문기관(국제출원 선행기술조사-전기전자,정보통신)
1133	4531	선행기술조사전문기관(특허등출원 선행기술조사-기계)
1134	4532	선행기술조사전문기관(특허등출원 선행기술조사-건설)
1135	4533	선행기술조사전문기관(특허등출원 선행기술조사-운송,원동장치)
1136	4534	선행기술조사전문기관(특허등출원 선행기술조사-금속)
1137	4535	선행기술조사전문기관(특허등출원 선행기술조사-농림수산)
1138	4536	선행기술조사전문기관(특허등출원 선행기술조사-의료생명)
1139	4537	선행기술조사전문기관(특허등출원 선행기술조사-화학공정,장치)
1140	4538	선행기술조사전문기관(특허등출원 선행기술조사-소재)
1141	4539	선행기술조사전문기관(특허등출원 선행기술조사-반도체)
1142	4540	선행기술조사전문기관(특허등출원 선행기술조사-전기전자)
1143	4541	선행기술조사전문기관(특허등출원 선행기술조사-정보통신)
1144	4542	선행기술조사전문기관(특허등출원 선행기술조사-컴퓨터,전자상거래)
1145	4543	선행기술조사전문기관(특허등출원 선행기술조사-전력기술)
1146	4601	가스도매사업
1147	4602	일반도시가스사업
1148	4603	가스사용시설의 안전관리업무대행
1149	4604	고압가스일반제조
1150	4605	고압가스충전
1151	4606	고압가스냉동제조
1152	4607	고압가스저장업
1153	4608	고압가스판매업
1154	4610	고압가스외국용기등의 제조
1155	4611	고압가스 수입업
1156	4612	고압가스 운반자
1157	4615	액화석유가스충전사업
1158	4616	액화석유가스집단공급사업
1159	4617	액화석유가스판매사업
1160	4618	가스용품제조사업
1161	4619	액화석유가스저장업
1162	4620	석유판매업(일반대리점)
1163	4621	석유판매업(용제대리점)
1164	4622	석유판매업(주유소)
1165	4623	석유판매업(용제판매소)
1166	4624	석유판매업(부산물인 석유제품판매업)
1167	4625	석유판매업(부생연료유판매소)
1168	4626	석유판매업(일반판매소)
1169	4627	석유판매업(항공유판매업)
1170	4628	석유판매업(특수판매소)
1171	4630	석유수출입업
1172	4632	송전사업
1173	4633	배전사업
1174	4634	전기판매사업
1175	4635	구역전기사업
1176	4636	전기안전관리업무를 전문으로 하는자
1177	4637	전기안전관리 개인대행자
1178	4649	광업권
1179	4650	조광권
1180	4651	석유대체연료 제조·수출입업
1181	4653	석유제품품질검사기관
1182	4655	전원개발사업
1183	4656	집단에너지사업
1184	4658	해저조광권(탐사권)
1185	4659	해저조광권(채취권)
1186	4665	고압가스용기제조
1187	4666	고압가스냉동기제조
1188	4667	고압가스특정설비제조
1189	4668	전문광해방지사업(산림복구사업및토지복구사업)
1190	4669	전문광해방지사업(토양개량·복원및정화사업)
1191	4670	전문광해방지사업(오염수질의개선사업)
1192	4671	전문광해방지사업(지반침하방지및복원사업)
1193	4672	전문광해방지사업(광물찌꺼기유실방지사업)
1194	4673	전문광해방지사업(먼지날림,광연및소음·진동방지사업)
1195	4674	전문광해방지사업(광해방지사업의감리)
1196	4676	에너지사용계획수립 대행자(1군 국토개발)
1197	4677	에너지사용계획수립 대행자(2군 에너지개발)
1198	4678	에너지사용계획수립 대행자(3군 사회간접자본시설건설)
1199	4679	석유대체연료판매업(대리점)
1200	4680	석유대체연료판매업(주유소)
1201	4681	석유대체연료판매업(판매소)
1202	4682	천연가스수출입업
1203	4683	고효율시험기관
1204	4684	대기전력시험기관
1205	4685	검사대상기기 관리대행기관
1206	4691	연탄제조업
1207	4693	고압가스안전전문검사기관
1208	4694	고압가스안전공인검사기관
1209	4695	광구경계측량대행업
1210	4696	전기공사기술자 양성교육훈련기관
1211	4701	휴양펜션업
1212	4702	일반수도사업
1213	4703	공업용수도사업
1214	4708	기계식주차장 전문검사기관
1215	4709	기계식주차장치보수업
1216	4712	도시 및 주거환경 정비사업전문관리업
1217	4713	도시, 군계획시설사업시행자
1218	4715	기업도시개발사업시행자
1219	4716	기업도시개발 조사,분석전문기관
1220	4717	도시개발사업시행자
1221	4718	산업기술단지사업시행자
1222	4719	산업단지개발사업시행자
1223	4720	산업단지개발사업의 대행
1224	4725	산업입지정보망 수탁사업자
1225	4726	공간정보등 품질인증기관
1226	4727	공간정보 전문인력양성기관
1227	4729	공간정보사업
1228	4730	산업단지재생사업시행자
1229	4731	공간정보산업진흥시설
1230	4732	물절약전문업(법제15조의2제1항제1호의사업)
1231	4733	물절약전문업(법제15조의2제1항제2호의사업)
1232	4734	물절약전문업(법제15조의2제1항제3호의사업)
1233	4735	지하안전영향평가 전문기관
1234	4736	조경전문인력양성기관
1235	4737	스마트도시서비스 지원기관
1236	4739	상수도관망관리대행업(세척)
1237	4740	상수도관망관리대행업(누수탐사, 복구 등 누수관리)
1238	4741	상수도관망관리대행업(점검, 정비)
1239	4802	주택건설사업
1240	4804	유료도로관리권자
1241	4805	택지개발사업
1242	4806	대지조성사업
1243	4807	엔지니어링사업자소속 건축사
1244	4808	건설업자소속건축사
1245	4810	자동차사고후유장애인재활시설운영자(의료재활시설)
1246	4811	자동차사고후유장애인재활시설운영자(직업재활시설)
1247	4813	바닥충격음성능등급인정기관
1248	4814	전국호환교통카드 인증기관
1249	4815	녹색건축물 전문인력 양성기관
1250	4816	녹색건축센터
1251	4817	건축사사무소
1252	4818	녹색건축인증기관
1253	4819	주택임대관리업(자기관리형)
1254	4820	주택임대관리업(위탁관리형)
1255	4821	그린리모델링사업
1256	4823	임대사업자
1257	4824	외국건축사
1258	4825	건축물관리점검기관
1259	4901	일반건설기계대여업
1260	4902	개별건설기계대여업
1261	4903	종합건설기계정비업
1262	4904	부분건설기계정비업
1263	4905	전문건설기계정비업
1264	4906	건설기계매매업
1265	4907	건설기계해체재활용업
1266	4908	건설기계검사대행자
1267	4909	골재자원조사업무 대행
1268	4914	해외건설업(종합건설업-토목공사업)
1269	4915	해외건설업(종합건설업-건축공사업)
1270	4916	해외건설업(종합건설업-토목건축공사업)
1271	4917	해외건설업(종합건설업-산업환경설비공사업)
1272	4918	해외건설업(종합건설업-조경공사업)
1273	4920	해외건설업(전기공사업)
1274	4921	해외건설업(정보통신공사업)
1275	4922	해외건설업(환경전문공사업)
1276	4923	해외건설업(해외공사수주및개발업)
1277	4924	해외건설업(전문건설업-실내건축공사업)
1278	4925	해외건설업(전문건설업-토공사업)
1279	4926	해외건설업(전문건설업-습식·방수공사업)
1280	4927	해외건설업(전문건설업-석공사업)
1281	4928	해외건설업(전문건설업-도장공사업)
1282	4929	해외건설업(전문건설업-비계·구조물해체공사업)
1283	4930	해외건설업(전문건설업-금속구조물·창호공사업)
1284	4931	해외건설업(전문건설업-지붕판금·건축물조립공사업)
1285	4932	해외건설업(전문건설업-철근·콘크리트공사업업)
1286	4933	해외건설업(전문건설업-기계설비공사업)
1287	4934	해외건설업(전문건설업-상·하수도설비공사업)
1288	4935	해외건설업(전문건설업-보링·그라우팅공사업)
1289	4936	해외건설업(전문건설업-철도·궤도공사업)
1290	4937	해외건설업(전문건설업-포장공사업)
1291	4938	해외건설업(전문건설업-수중공사업)
1292	4939	해외건설업(전문건설업-조경식재공사업)
1293	4940	해외건설업(전문건설업-조경시설물설치공사업)
1294	4941	해외건설업(전문건설업-강구조물공사업)
1295	4942	해외건설업(전문건설업-철강재설치공사업)
1296	4943	해외건설업(전문건설업-삭도설치공사업)
1297	4944	해외건설업(전문건설업-준설공사업)
1298	4945	해외건설업(전문건설업-승강기설치공사업)
1299	4946	해외건설업(전문건설업-가스시설시공업-제1종)
1300	4947	해외건설업(전문건설업-가스시설시공업-제2종)
1301	4948	해외건설업(전문건설업-가스시설시공업-제3종)
1302	4949	해외건설업(전문건설업-난방시공업-제1종)
1303	4950	해외건설업(전문건설업-난방시공업-제2종)
1304	4951	해외건설업(전문건설업-난방시공업-제3종)
1305	4953	건설기계등록번호표제작자
1306	4955	철강구조물제작공장(교량1급)
1307	4956	철강구조물제작공장(교량2급)
1308	4957	철강구조물제작공장(교량3급)
1309	4958	철강구조물제작공장(교량4급)
1310	4959	철강구조물제작공장(건축1급)
1311	4960	철강구조물제작공장(건축2급)
1312	4961	철강구조물제작공장(건축3급)
1313	4962	철강구조물제작공장(건축4급)
1314	4963	안전진단전문기관(종합분야)
1315	4966	건설엔지니어링업(종합)
1316	4967	건설엔지니어링업(설계,사업관리-일반)
1317	4968	건설엔지니어링업(설계,사업관리-설계등용역-일반)
1318	4969	건설엔지니어링업(설계,사업관리-건설사업관리)
1319	4970	건설엔지니어링업(품질검사-일반)
1320	4971	건설엔지니어링업(품질검사-토목)
1321	4972	건설엔지니어링업(품질검사-건축)
1322	4973	건설엔지니어링업(품질검사-특수-골재)
1323	4974	건설엔지니어링업(품질검사-특수-레디믹스트콘크리트)
1324	4975	건설엔지니어링업(품질검사-특수-아스팔트콘크리트)
1325	4976	건설엔지니어링업(품질검사-특수-철강재)
1326	4977	건설엔지니어링업(품질검사-특수-섬유)
1327	4978	건설엔지니어링업(품질검사-특수-용접-방사선비파괴검사)
1328	4979	건설엔지니어링업(품질검사-특수-용접-초음파비파괴검사)
1329	4980	건설엔지니어링업(품질검사-특수-용접-자기비파괴검사)
1330	4981	건설엔지니어링업(품질검사-특수-용접-침투비파괴검사)
1331	4982	건설엔지니어링업(품질검사-특수-말뚝재하)
1332	4983	건설기계대여업 연명신고사업자
1333	4984	건설공제사업
1334	4985	건설엔지니어링업(설계,사업관리-설계등용역-측량)
1335	4986	건설엔지니어링업(설계,사업관리-설계등용역-수로조사)
1336	4987	해외건설업(주택건설사업 및 대지조성사업)
1337	4988	기계설비성능점검업
1338	4989	지반조성ㆍ포장공사업
1339	4990	실내건축공사업
1340	4991	금속창호ㆍ지붕건축물조립공사업
1341	4992	도장ㆍ습식ㆍ방수ㆍ석공사업
1342	4993	조경식재ㆍ시설물공사업
1343	4994	철근ㆍ콘크리트공사업
1344	4995	구조물해체ㆍ비계공사업
1345	4996	상ㆍ하수도설비공사업
1346	4997	철도ㆍ궤도공사업
1347	4998	철강구조물공사업
1348	4999	수중ㆍ준설공사업
1349	5001	외국감정평가사
1350	5003	부동산투자자문회사
1351	5004	부동산 자산관리회사
1352	5008	자기관리부동산투자회사
1353	5009	위탁관리부동산투자회사
1354	5010	기업구조조정부동산투자회사
1355	5011	개발비용산정기관(국토교통부기준)
1356	5013	감정평가사합동사무소
1357	5014	부동산개발업
1358	5015	지도판매대행업
1359	5016	측량성과심사수탁기관
1360	5017	부동산개발전문인력 사전교육기관
1361	5018	자산운용전문인력 교육기관
1362	5019	해양정보간행물 판매대행업(인쇄물형태)
1363	5020	해양정보간행물 판매대행업(디지털 형태)
1364	5021	측량업(측지측량업)
1365	5022	측량업(지적측량업)
1366	5023	측량업(기타-공공측량업)
1367	5024	측량업(기타-일반측량업)
1368	5025	측량업(기타-연안조사측량업)
1369	5026	측량업(기타-항공촬영업)
1370	5027	측량업(기타-공간영상도화업)
1371	5028	측량업(기타-영상처리업)
1372	5029	측량업(기타-수치지도제작업)
1373	5030	측량업(기타-지도제작업)
1374	5031	측량업(기타-지하시설물측량업)
1375	5033	해양조사정보업(해도제작업)
1376	5034	해양조사정보업(수로측량업)
1377	5035	해양조사정보업(해양관측업)
1378	5036	측량기기 성능검사대행자
1379	5038	해양조사기술자 전문교육기관
1380	5039	개발비용검토기관(국토교통부기준)
1381	5040	해양조사정보업(해양정보서비스업)
1382	5101	공유수면매립
1383	5102	지하수 조사전문기관
1384	5103	지하수 수질검사전문기관
1385	5105	방재관리대책대행자(재해영향평가등의 협의업무)
1386	5106	댐사용권
1387	5107	방재관리대책대행자(자연재해저감 종합계획 수립 및 소하천정비 관련 업무)
1388	5108	방재관리대책대행자(재해복구사업의 분석,평가 업무)
1389	5109	방재관리대책대행자(비상대처계획수립업무-지진부문)
1390	5110	방재관리대책대행자(비상대처계획수립업무-풍수해부문)
1391	5112	포락지조사증명기관
1392	5113	방재관리대책대행자(자연재해위험개선지구 및 급경사지 재해예방 관련 업무)
1393	5114	방재관리대책대행자(우수유출저감대책 관련 업무)
1394	5115	(제주지역한정)지하수개발,이용시공업
1395	5116	(제주지역한정)지하수영향조사기관
1396	5117	방재관리대책대행자(소규모 공공시설 안전관리 관련 업무
1397	5118	방재관리대책대행자(침수흔적도 작성 업무)
1398	5201	식품 즉석판매제조·가공업
1399	5206	식품운반업
1400	5207	식품소분업
1401	5208	식품판매업(식용얼음판매업)
1402	5209	식품판매업(식품자동판매기영업)
1403	5210	식품판매업(유통전문판매업)
1404	5212	식품판매업(기타 식품판매업)
1405	5213	식품조사처리업
1406	5214	식품냉동·냉장업
1407	5215	용기·포장지제조업
1408	5216	옹기류제조업
1409	5217	식품접객업(휴게음식점영업)
1410	5218	식품접객업(단란주점영업)
1411	5219	식품접객업(유흥주점영업)
1412	5220	숙박업(일반)
1413	5221	목욕장업
1414	5222	이용업
1415	5224	세탁업
1416	5225	사설묘지(법인묘지)
1417	5226	사설화장장
1418	5227	사설봉안시설
1419	5229	건강기능식품수입업
1420	5231	표본감시의료기관
1421	5234	집단급식소
1422	5238	식품접객업(제과점영업)
1423	5239	건강기능식품전문제조업
1424	5240	건강기능식품벤처제조업
1425	5241	건강기능식품일반판매업
1426	5242	건강기능식품유통전문판매업
1427	5243	유료화장실
1428	5244	산후조리업
1429	5246	식품판매업(집단급식소식품판매업)
1430	5247	미용업(일반)
1431	5248	미용업(피부)
1432	5249	미용업(종합)
1433	5250	소독업무종사자교육기관
1434	5251	동물실험시설
1435	5252	실험동물공급자
1436	5253	사설자연장지(법인등자연장지)
1437	5255	감염병관리기관(지정)
1438	5256	감염병관리시설(신고)
1439	5257	위생물수건처리업
1440	5260	외식산업 전문인력양성기관
1441	5261	숙박업(생활)
1442	5263	장례지도사 교육기관
1443	5264	식생활교육지원센터
1444	5265	식품위생교육기관
1445	5266	미용업(네일)
1446	5267	식품등 시험검사기관(자가품질위탁검사-식품)
1447	5271	식품등 시험검사기관(전문시험검사-식품)
1448	5275	축산물시험검사기관(자가품질위탁검사)
1449	5276	축산물시험검사기관(수입검사)
1450	5277	축산물시험검사기관(수거검사)
1451	5278	의약품등 시험검사기관(의약품)
1452	5279	의약품등 시험검사기관(의약외품)
1453	5280	의약품등 시험검사기관(한약)
1454	5281	의료기기 시험검사기관
1455	5282	화장품 시험검사기관
1456	5283	식품,의약품분야 시험검사교육기관
1457	5284	미용업(화장,분장)
1458	5285	장례식장
1459	5286	수입식품등 수입판매업
1460	5287	수입식품등 신고대행업
1461	5288	수입식품등 인터넷 구매대행업
1462	5289	수입식품등 보관업
1463	5290	기부식품등 제공사업(임의)
1464	5291	기부식품등 제공사업(당연)
1465	5292	위생용품제조업
1466	5293	위생용품수입업
1467	5294	위생용품 시험검사기관
1468	5295	식품첨가물제조업
1469	5296	공유주방 운영업
1470	5297	국외시험검사기관
1471	5302	의약품 제조업
1472	5303	의약외품 제조업
1473	5304	의약품등 수입
1474	5306	의약품판매업(한약업사)
1475	5307	의약품판매업(의약품도매상)
1476	5309	의료기기제조업
1477	5310	의료기기수입업
1478	5311	의료기기수리업
1479	5312	의료기기판매업
1480	5313	의료기기임대업
1481	5314	마약류수출입업자
1482	5315	마약류제조업자
